"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
entorno_hogar_12_frio,cuestionario_de_padres_informacin_sobre_el_ambient,"Cuando su hijo(a) duerme por la noche, la ventana del dormitorio suele estar:",radio,"Temporada invierno/ frío","1, Abierta | 2, Entreabierta | 3, Cerrada",,,,,,,y,,,entorno_hogar_12,,
entorno_hogar_12_calor,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"Temporada verano - primavera/ calor","1, Abierta | 2, Entreabierta | 3, Cerrada",,,,,,,y,,,entorno_hogar_12,,
entorno_hogar_13,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation"">¿En qué piso se encuentra el dormitorio de su hijo(a)?</p> <p dir=""ltr"" role=""presentation""><span style=""color: #1c46f7;""><em>(Ejemplo: 0 = planta baja, 1 = primer piso, etc.)</em></span></p></div>",,"Indicar el número del piso donde esta el dormitorio del hijo",integer,,,,,y,,,,," @PLACEHOLDER=""2"""
entorno_hogar_14,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-c29212c7-7fff-c815-1a8e-54fdc7defb05"">¿Cuántos pisos tiene en total su casa o edificio donde vive?</strong></p></div>",,"Indicar el número del total de pisos que tiene su casa o edificio",integer,,,,,y,,,,," @PLACEHOLDER=""4"""
entorno_hogar_15,cuestionario_de_padres_informacin_sobre_el_ambient,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Módulo 2. Condiciones dentro del dormitorio de tu hijo(a)</p></div>",radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation"">¿Qué tipo de colchón usa su hijo(a)?</p></div>","1, Espuma | 2, Resortes | 3, Látex | 4, Otro (especifique): ___________________________________","(marque solo una opción)",,,,,,y,LV,,,,
entorno_hogar_15_otros,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"<div class=""rich-text-field-label""><p dir=""ltr"">Otro (especifique): ___________________________________</p></div>",,"Escribir con mayúsculas y sin tildes.",,,,,"[entorno_hogar_15]=""4""",y,,,,,
entorno_hogar_16,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"<div class=""rich-text-field-label""><p dir=""ltr""><strong id=""docs-internal-guid-21855650-7fff-9d36-eaf6-f72996e04c64"">¿Qué edad aproximada tiene ese colchón?</strong></p></div>",,"Indicar el número en años",integer,,,,,y,,,,," @PLACEHOLDER=""10"""
entorno_hogar_17,cuestionario_de_padres_informacin_sobre_el_ambient,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Módulo 3. Presencia de animales domésticos</p></div>",radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-b5f901a9-7fff-4ec3-c6aa-195a2d2bdf7c"">¿Tiene alguna mascota que viva principalmente dentro de la casa?</strong></p></div>","1, SÍ | 0, No --> (Si marcó ""No"", obvie las siguientes preguntas acerca de las mascotas",,,,,,,y,LV,,,,
entorno_hogar_17_gatos,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-891ef6c1-7fff-ed62-52db-851df1db5880"">Si respondió ""Sí"", complete la siguiente información:</strong></p> <p dir=""ltr"" role=""presentation""><strong>¿Usted tiene gatos?</strong></p></div>","1, SÍ | 0, No",,,,,,[entorno_hogar_17]='1',y,LV,,,,
gato,cuestionario_de_padres_informacin_sobre_el_ambient,,descriptive,"<div class=""rich-text-field-label""><p>Gatos</p> <table style=""border-collapse: collapse; width: 100%;"" border=""1""><colgroup><col style=""width: 50%;""><col style=""width: 50%;""></colgroup> <tbody> <tr> <td>Pregunta</td> <td>Respuesta</td> </tr> <tr> <td><strong id=""docs-internal-guid-506ec9d8-7fff-4897-b2c6-e38810d6c6bd"">¿Tiene gato(s)?</strong></td> <td>{gato_1}</td> </tr> <tr> <td><strong id=""docs-internal-guid-cc59adf9-7fff-5ed5-0b94-2fe36e30816a"">¿Duermen dentro de la casa?</strong></td> <td>{gato_2}</td> </tr> <tr> <td><strong id=""docs-internal-guid-9171e241-7fff-6ee9-cd97-1236fb4d0a6f"">¿Duermen en el mismo cuarto del niño(a)?</strong></td> <td>{gato_3}</td> </tr> <tr> <td><strong id=""docs-internal-guid-dca08f28-7fff-84d6-78f7-09d509064de7"">¿El gato vivía en la casa cuando nació su hijo(a)?</strong></td> <td>{gato_4}</td> </tr> <tr> <td><strong id=""docs-internal-guid-bfb57e48-7fff-9823-9d72-be8ac9e1abf8"">¿Cuántos gatos duermen dentro de la casa?</strong></td> <td>{gato_5}</td> </tr> <tr> <td><strong id=""docs-internal-guid-69419c23-7fff-a799-f810-c84847da35ca"">¿Cuántos duermen en el cuarto del niño(a)?</strong></td> <td>{gato_6}</td> </tr> <tr> <td><strong id=""docs-internal-guid-e539a0a4-7fff-b95d-2331-14ab5092640d"">¿Hace cuánto convive el niño(a) con el gato/gatos?</strong></td> <td>{gato_7} años / {gato_8} meses</td> </tr> </tbody> </table> <p> </p></div>",,,,,,,[entorno_hogar_17_gatos]='1',,,,,,
gato_1,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Tiene gato(s)?","1, Sí | 0, No",,,,,,[entorno_hogar_17_gatos]='1',,LH,,,,
gato_2,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Duermen dentro de la casa?","1, Sí | 0, No",,,,,,[entorno_hogar_17_gatos]='1',,LH,,,,
gato_3,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Duermen en el mismo cuarto del niño(a)?","1, Sí | 0, No",,,,,,[entorno_hogar_17_gatos]='1',,LH,,,,
gato_4,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿El gato vivía en la casa cuando nació su hijo(a)?","1, Sí | 0, No",,,,,,[entorno_hogar_17_gatos]='1',,LH,,,,
gato_5,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"¿Cuántos gatos duermen dentro de la casa?",,"(indique el número)",number,,,,[entorno_hogar_17_gatos]='1',,LH,,,,
gato_6,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"¿Cuántos duermen en el cuarto del niño(a)?",,"(indique el número)",number,,,,[entorno_hogar_17_gatos]='1',,LH,,,,
gato_7,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"¿Hace cuánto convive el niño(a) con el gato/gatos? (años)",,"Unidad: años",,,,,[entorno_hogar_17_gatos]='1',,LH,,,,
gato_8,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"¿Hace cuánto convive el niño(a) con el gato/gatos? (meses)",,"Unidad: meses",,,,,[entorno_hogar_17_gatos]='1',,LH,,,,
entorno_hogar_17_perros,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong>¿Usted tiene perros?</strong></p></div>","1, SÍ | 0, No",,,,,,[entorno_hogar_17]='1',y,LV,,,,
perro,cuestionario_de_padres_informacin_sobre_el_ambient,,descriptive,"<div class=""rich-text-field-label""><p>Perros</p> <table style=""border-collapse: collapse; width: 100%;"" border=""1""><colgroup><col style=""width: 50%;""><col style=""width: 50%;""></colgroup> <tbody> <tr> <td>Pregunta</td> <td>Respuesta</td> </tr> <tr> <td><strong id=""docs-internal-guid-506ec9d8-7fff-4897-b2c6-e38810d6c6bd"">¿Tiene perro(s)?</strong></td> <td>{perro_1}</td> </tr> <tr> <td><strong id=""docs-internal-guid-cc59adf9-7fff-5ed5-0b94-2fe36e30816a"">¿Duermen dentro de la casa?</strong></td> <td>{perro_2}</td> </tr> <tr> <td><strong id=""docs-internal-guid-9171e241-7fff-6ee9-cd97-1236fb4d0a6f"">¿Duermen en el mismo cuarto del niño(a)?</strong></td> <td>{perro_3}</td> </tr> <tr> <td><strong id=""docs-internal-guid-dca08f28-7fff-84d6-78f7-09d509064de7"">¿El perro vivía en la casa cuando nació su hijo(a)?</strong></td> <td>{perro_4}</td> </tr> <tr> <td><strong id=""docs-internal-guid-bfb57e48-7fff-9823-9d72-be8ac9e1abf8"">¿Cuántos perros duermen dentro de la casa?</strong></td> <td>{perro_5}</td> </tr> <tr> <td><strong id=""docs-internal-guid-69419c23-7fff-a799-f810-c84847da35ca"">¿Cuántos duermen en el cuarto del niño(a)?</strong></td> <td>{perro_6}</td> </tr> <tr> <td><strong id=""docs-internal-guid-e539a0a4-7fff-b95d-2331-14ab5092640d"">¿Hace cuánto convive el niño(a) con el perro(s)?</strong></td> <td>{perro_7} años / {perro_8} meses</td> </tr> </tbody> </table> <p> </p></div>",,,,,,,[entorno_hogar_17_perros]='1',,,,,,
perro_1,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Tiene perro(s)?","1, Sí | 0, No",,,,,,[entorno_hogar_17_perros]='1',,LH,,,,
perro_2,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Duermen dentro de la casa?","1, Sí | 0, No",,,,,,[entorno_hogar_17_perros]='1',,LH,,,,
perro_3,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Duermen en el mismo cuarto del niño(a)?","1, Sí | 0, No",,,,,,[entorno_hogar_17_perros]='1',,LH,,,,
perro_4,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿El perro vivía en la casa cuando nació su hijo(a)?","1, Sí | 0, No",,,,,,[entorno_hogar_17_perros]='1',,LH,,,,
perro_5,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"¿Cuántos perros duermen dentro de la casa?",,"(indique el número)",number,,,,[entorno_hogar_17_perros]='1',,LH,,,,
perro_6,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"¿Cuántos duermen en el cuarto del niño(a)?",,"(indique el número)",number,,,,[entorno_hogar_17_perros]='1',,LH,,,,
perro_7,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"¿Hace cuánto convive el niño(a) con el perro(s)? (años)",,"Unidad: años",number,,,,[entorno_hogar_17_perros]='1',,LH,,,,
perro_8,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"¿Hace cuánto convive el niño(a) con el perro(s)? (meses)",,"Unidad: meses",number,,,,[entorno_hogar_17_perros]='1',,LH,,,,
entorno_hogar_17_aves,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong>¿Usted tiene aves (pajaritos, loros, etc.)?</strong></p></div>","1, SÍ | 0, No",,,,,,[entorno_hogar_17]='1',y,LV,,,,
ave,cuestionario_de_padres_informacin_sobre_el_ambient,,descriptive,"<div class=""rich-text-field-label""><p><strong id=""docs-internal-guid-a9f9fa1c-7fff-49ce-9d15-49c4a930936e""> Aves (pajaritos, loros, etc.)</strong></p> <table style=""border-collapse: collapse; width: 100%; height: 218px;"" border=""1""><colgroup><col style=""width: 50%;""><col style=""width: 50%;""></colgroup> <tbody> <tr style=""height: 25px;""> <td>Pregunta</td> <td>Respuesta</td> </tr> <tr style=""height: 25px;""> <td><strong id=""docs-internal-guid-506ec9d8-7fff-4897-b2c6-e38810d6c6bd"">¿Tiene ave(s)?</strong></td> <td>{ave_1}</td> </tr> <tr style=""height: 25px;""> <td><strong id=""docs-internal-guid-cc59adf9-7fff-5ed5-0b94-2fe36e30816a"">¿Duermen dentro de la casa?</strong></td> <td>{ave_2}</td> </tr> <tr style=""height: 25px;""> <td><strong id=""docs-internal-guid-9171e241-7fff-6ee9-cd97-1236fb4d0a6f"">¿Duermen en el mismo cuarto del niño(a)?</strong></td> <td>{ave_3}</td> </tr> <tr style=""height: 43px;""> <td><strong id=""docs-internal-guid-dca08f28-7fff-84d6-78f7-09d509064de7"">¿La(s) ave(s) vivía en la casa cuando nació su hijo(a)?</strong></td> <td>{ave_4}</td> </tr> <tr style=""height: 25px;""> <td><strong id=""docs-internal-guid-bfb57e48-7fff-9823-9d72-be8ac9e1abf8"">¿Cuántas aves duermen dentro de la casa?</strong></td> <td>{ave_5}</td> </tr> <tr style=""height: 25px;""> <td><strong id=""docs-internal-guid-69419c23-7fff-a799-f810-c84847da35ca"">¿Cuántos duermen en el cuarto del niño(a)?</strong></td> <td>{ave_6}</td> </tr> <tr style=""height: 25px;""> <td><strong id=""docs-internal-guid-e539a0a4-7fff-b95d-2331-14ab5092640d"">¿Hace cuánto convive el niño(a) con el ave(s)</strong></td> <td>{ave_7} años / {ave_8} meses</td> </tr> </tbody> </table> <p> </p></div>",,,,,,,[entorno_hogar_17_aves]='1',,,,,,
ave_1,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Tiene ave(s)?","1, Sí | 0, No",,,,,,[entorno_hogar_17_aves]='1',,LH,,,,
ave_2,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Duermen dentro de la casa?","1, Sí | 0, No",,,,,,[entorno_hogar_17_aves]='1',,LH,,,,
ave_3,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Duermen en el mismo cuarto del niño(a)?","1, Sí | 0, No",,,,,,[entorno_hogar_17_aves]='1',,LH,,,,
ave_4,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿La(s) ave(s) vivía en la casa cuando nació su hijo(a)?","1, Sí | 0, No",,,,,,[entorno_hogar_17_aves]='1',,LH,,,,
ave_5,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"¿Cuántos aves duermen dentro de la casa?",,"(indique el número)",number,,,,[entorno_hogar_17_aves]='1',,LH,,,,
ave_6,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"¿Cuántos duermen en el cuarto del niño(a)?",,"(indique el número)",number,,,,[entorno_hogar_17_aves]='1',,LH,,,,
ave_7,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"¿Hace cuánto convive el niño(a) con el ave(s)? (años)",,"Unidad: años",number,,,,[entorno_hogar_17_aves]='1',,LH,,,,
ave_8,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"¿Hace cuánto convive el niño(a) con el ave(s)? (meses)",,"Unidad: meses",number,,,,[entorno_hogar_17_aves]='1',,LH,,,,
entorno_hogar_17_corral,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong>¿Usted tiene animal de corral (palomas, gallinas, cuyes, etc.)?</strong></p></div>","1, SÍ | 0, No",,,,,,[entorno_hogar_17]='1',y,LV,,,,
corral,cuestionario_de_padres_informacin_sobre_el_ambient,,descriptive,"<div class=""rich-text-field-label""><p dir=""ltr"">Animal de corral (palomas, gallinas, cuyes, etc.)</p> <table style=""border-collapse: collapse; width: 100%;"" border=""1""><colgroup><col style=""width: 50%;""><col style=""width: 50%;""></colgroup> <tbody> <tr> <td>Pregunta</td> <td>Respuesta</td> </tr> <tr> <td><strong id=""docs-internal-guid-506ec9d8-7fff-4897-b2c6-e38810d6c6bd"">¿Tiene <strong id=""docs-internal-guid-33251c79-7fff-9ba1-4abb-710fc675bab3""> animal(es) de corral (palomas, gallinas, cuyes, etc.)</strong>?</strong></td> <td>{corral_1}</td> </tr> <tr> <td><strong id=""docs-internal-guid-cc59adf9-7fff-5ed5-0b94-2fe36e30816a"">¿Duermen dentro de la casa?</strong></td> <td>{corral_2}</td> </tr> <tr> <td><strong id=""docs-internal-guid-9171e241-7fff-6ee9-cd97-1236fb4d0a6f"">¿Duermen en el mismo cuarto del niño(a)?</strong></td> <td>{corral_3}</td> </tr> <tr> <td>¿Los animales de corral (palomas, gallinas, cuyes, etc.) vivían en la casa cuando nació su hijo(a)?</td> <td>{corral_4}</td> </tr> <tr> <td><strong id=""docs-internal-guid-bfb57e48-7fff-9823-9d72-be8ac9e1abf8"">¿Cuántos <strong id=""docs-internal-guid-33251c79-7fff-9ba1-4abb-710fc675bab3""> animales de corral (palomas, gallinas, cuyes, etc.) </strong>duermen dentro de la casa?</strong></td> <td>{corral_5}</td> </tr> <tr> <td><strong id=""docs-internal-guid-69419c23-7fff-a799-f810-c84847da35ca"">¿Cuántos duermen en el cuarto del niño(a)?</strong></td> <td>{corral_6}</td> </tr> <tr> <td><strong id=""docs-internal-guid-e539a0a4-7fff-b95d-2331-14ab5092640d"">¿Hace cuánto convive el niño(a) con los <strong id=""docs-internal-guid-33251c79-7fff-9ba1-4abb-710fc675bab3"">animales de corral (palomas, gallinas, cuyes, etc.)</strong>?</strong></td> <td>{corral_7} años / {corral_8} meses</td> </tr> </tbody> </table> <p> </p></div>",,,,,,,[entorno_hogar_17_corral]='1',,,,,,
corral_1,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Tiene  animal(es) de corral (palomas, gallinas, cuyes, etc.)?","1, Sí | 0, No",,,,,,[entorno_hogar_17_corral]='1',,LH,,,,
corral_2,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Duermen dentro de la casa?","1, Sí | 0, No",,,,,,[entorno_hogar_17_corral]='1',,LH,,,,
corral_3,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Duermen en el mismo cuarto del niño(a)?","1, Sí | 0, No",,,,,,[entorno_hogar_17_corral]='1',,LH,,,,
corral_4,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Los animales de corral (palomas, gallinas, cuyes, etc.) vivían en la casa cuando nació su hijo(a)?","1, Sí | 0, No",,,,,,[entorno_hogar_17_corral]='1',,LH,,,,
corral_5,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"¿Cuántos  animales de corral (palomas, gallinas, cuyes, etc.) duermen dentro de la casa?",,"(indique el número)",number,,,,[entorno_hogar_17_corral]='1',,LH,,,,
corral_6,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"¿Cuántos duermen en el cuarto del niño(a)?",,"(indique el número)",number,,,,[entorno_hogar_17_corral]='1',,LH,,,,
corral_7,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"¿Hace cuánto convive el niño(a) con los animales de corral (palomas, gallinas, cuyes, etc.)? (años)",,"Unidad: años",number,,,,[entorno_hogar_17_corral]='1',,LH,,,,
corral_8,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"¿Hace cuánto convive el niño(a) con los animales de corral (palomas, gallinas, cuyes, etc.)? (meses)",,"Unidad: meses",number,,,,[entorno_hogar_17_corral]='1',,LH,,,,
entorno_hogar_18_roedores,cuestionario_de_padres_informacin_sobre_el_ambient,"Módulo 4. Plagas y humedad
En su casa, ¿ha visto o nota la presencia de...?",radio,Roedores,"1, Sí | 0, No",,,,,,,y,,,entorno_hogar_18,,
entorno_cucarachas_18,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,Cucarachas,"1, Sí | 0, No",,,,,,,y,,,entorno_hogar_18,,
entorno_hogar_19,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Considera que su casa está húmeda?","1, Sí | 0, No",,,,,,,y,LV,,,,
entorno_hogar_20,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Hay moho o manchas de moho dentro de su casa (excepto en los alimentos)?","1, Sí | 0, No → (Si marcó ""No"", pase a la siguiente pregunta)",,,,,,,y,LV,,,,
entorno_hogar_20_moho_1,cuestionario_de_padres_informacin_sobre_el_ambient,"Si respondió ""Sí"", indique en qué zonas aparece moho:",radio,"Habitación del niño(a)","1, Sí | 0, No",,,,,,[entorno_hogar_20]='1',y,,,entorno_hogar_20_moho,,
entorno_hogar_20_moho_2,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"Resto de la casa","1, Sí | 0, No",,,,,,[entorno_hogar_20]='1',y,,,entorno_hogar_20_moho,,
entorno_hogar_20_moho_3,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,Baño(s),"1, Sí | 0, No",,,,,,[entorno_hogar_20]='1',y,,,entorno_hogar_20_moho,,
entorno_hogar_20_moho_4,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,Cocina,"1, Sí | 0, No",,,,,,[entorno_hogar_20]='1',y,,,entorno_hogar_20_moho,,
entorno_hogar_20_moho_5,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"Sótano / depósito","1, Sí | 0, No",,,,,,[entorno_hogar_20]='1',y,,,entorno_hogar_20_moho,,
entorno_hogar_22,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"La casa donde vive actualmente su hijo(a), ¿es la misma donde usted vivía cuando estaba embarazada?","1, Sí | 0, No",,,,,,,y,LV,,,,
entorno_hogar_23,cuestionario_de_padres_informacin_sobre_el_ambient,,descriptive,"<div class=""rich-text-field-label""><p>Por favor, indique las viviendas donde han vivido desde su embarazo hasta hoy.</p> <p><em><span style=""font-weight: normal; color: #1c46f7;"">(Empiece con la vivienda del embarazo y siga en orden cronológico hasta la actual)</span></em></p> <table style=""border-collapse: collapse; width: 100%; height: 192px;"" border=""1""><colgroup><col style=""width: 5.95065%;""><col style=""width: 17.1263%;""><col style=""width: 28.7373%;""><col style=""width: 24.0929%;""><col style=""width: 24.0929%;""></colgroup> <tbody> <tr style=""height: 44.375px;""> <td style=""text-align: center;"">N°</td> <td style=""text-align: center;""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1""><strong id=""docs-internal-guid-62902690-7fff-b239-7663-8d2981dc18ac"">Periodo de vida del niño(a)</strong><br></strong></td> <td style=""text-align: center;""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1"">Distrito, departamento</strong></td> <td style=""text-align: center;""><strong id=""docs-internal-guid-b5933ee5-7fff-9f86-1f1f-d9b445bb3405"">Dirección o referencia</strong></td> <td style=""text-align: center;""><strong id=""docs-internal-guid-c2f19601-7fff-9f12-7c00-0086f3a5008e"">Tiempo vivido (meses/ años)</strong></td> </tr> <tr style=""height: 44.375px;""> <td style=""text-align: center;"">1</td> <td style=""text-align: center;""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1""><strong id=""docs-internal-guid-4f89a00a-7fff-07c8-5a87-ac34735ad73b"">Desde el embarazo</strong><br></strong></td> <td style=""text-align: center;""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1"">{entorno_hogar_23_1} </strong></td> <td style=""text-align: center;""><strong id=""docs-internal-guid-b5933ee5-7fff-9f86-1f1f-d9b445bb3405""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1"">{entorno_hogar_23_1_1}</strong> </strong></td> <td style=""text-align: center;""><strong id=""docs-internal-guid-62902690-7fff-b239-7663-8d2981dc18ac""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1"">{entorno_hogar_23_1_2}</strong> </strong></td> </tr> <tr style=""height: 25.7969px;""> <td style=""text-align: center;"">2</td> <td style=""text-align: center;""><strong id=""docs-internal-guid-74f9c2f2-7fff-2f06-7a6f-611f339707c5"">0 a 2 años</strong></td> <td style=""text-align: center;""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1"">{entorno_hogar_23_2} </strong></td> <td style=""text-align: center;""><strong id=""docs-internal-guid-b5933ee5-7fff-9f86-1f1f-d9b445bb3405""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1"">{entorno_hogar_23_2_1}</strong> </strong></td> <td style=""text-align: center;""><strong id=""docs-internal-guid-62902690-7fff-b239-7663-8d2981dc18ac""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1"">{entorno_hogar_23_2_2}</strong> </strong></td> </tr> <tr style=""height: 25.7969px;""> <td style=""text-align: center;"">3</td> <td style=""text-align: center;""><strong id=""docs-internal-guid-bd624211-7fff-4da3-fecb-4c2db59c81d8"">3 a 5 años</strong></td> <td style=""text-align: center;""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1"">{entorno_hogar_23_3} </strong></td> <td style=""text-align: center;""><strong id=""docs-internal-guid-b5933ee5-7fff-9f86-1f1f-d9b445bb3405""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1"">{entorno_hogar_23_3_1}</strong> </strong></td> <td style=""text-align: center;""><strong id=""docs-internal-guid-62902690-7fff-b239-7663-8d2981dc18ac""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1"">{entorno_hogar_23_3_2}</strong> </strong></td> </tr> <tr style=""height: 25.7969px;""> <td style=""text-align: center;"">4</td> <td style=""text-align: center;"">6 a 10 años</td> <td style=""text-align: center;""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1"">{entorno_hogar_23_4} </strong></td> <td style=""text-align: center;""><strong id=""docs-internal-guid-b5933ee5-7fff-9f86-1f1f-d9b445bb3405""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1"">{entorno_hogar_23_4_1}</strong> </strong></td> <td style=""text-align: center;""><strong id=""docs-internal-guid-62902690-7fff-b239-7663-8d2981dc18ac""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1"">{entorno_hogar_23_4_2}</strong> </strong></td> </tr> <tr style=""height: 25.8594px;""> <td style=""text-align: center;"">5</td> <td style=""text-align: center;"">Actual</td> <td style=""text-align: center;""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1"">{entorno_hogar_23_5} </strong></td> <td style=""text-align: center;""><strong id=""docs-internal-guid-b5933ee5-7fff-9f86-1f1f-d9b445bb3405""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1"">{entorno_hogar_23_5_1}</strong> </strong></td> <td style=""text-align: center;""><strong id=""docs-internal-guid-62902690-7fff-b239-7663-8d2981dc18ac""><strong id=""docs-internal-guid-922656eb-7fff-7cd7-650b-a3d95b7447b1"">{entorno_hogar_23_5_2}</strong> </strong></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,y,,,,,
entorno_hogar_23_1,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Distrito, departamento (desde el embarazo)",,"Escribir en mayúsculas y sin tildes",,,,,,y,,,,," @PLACEHOLDER='PUEBLO LIBRE, LIMA'"
entorno_hogar_23_1_1,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Dirección o referencia (desde el embarazo)",,"Escribir en mayúsculas y sin tildes",,,,,,y,,,,," @PLACEHOLDER='CALLE CIRO ALEGRIA 100 o AV. CIPRIANO DULANTO CUADRA 3'"
entorno_hogar_23_1_2,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Tiempo vivido, en años (desde el embarazo)",,"Unidad: años",,,,,,y,,,,," @PLACEHOLDER='0.5 o 1 o 4.8'"
entorno_hogar_23_2,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Distrito, departamento (0 a 2 años)",,"Escribir en mayúsculas y sin tildes",,,,,,y,,,,," @PLACEHOLDER='PUEBLO LIBRE, LIMA'"
entorno_hogar_23_2_1,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Dirección o referencia (0 a 2 años)",,"Escribir en mayúsculas y sin tildes",,,,,,y,,,,," @PLACEHOLDER='CALLE CIRO ALEGRIA 100 o AV. CIPRIANO DULANTO CUADRA 3'"
entorno_hogar_23_2_2,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Tiempo vivido, en años (0 a 2)",,"Unidad: años",,,,,,y,,,,," @PLACEHOLDER='0.5 o 1 o 4.8'"
